"COVID-19-Associated Hospitalization Rates (per 100,000 population) for the COVID-NET Network (downloaded on "Aug-09-2020)
Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Oregon,EIP,2020-21,2020,49,65+ yr,null,null
New York,EIP,2020-21,2020,49,65+ yr,null,null
New Mexico,EIP,2020-21,2020,49,65+ yr,null,null
Michigan,IHSP,2020-21,2020,49,65+ yr,null,null
Minnesota,EIP,2020-21,2020,49,65+ yr,null,null
Maryland,EIP,2020-21,2020,49,65+ yr,null,null
Entire Network,IHSP,2020-21,2020,49,65+ yr,null,null
California,EIP,2020-21,2020,50,65+ yr,null,null
Colorado,EIP,2020-21,2020,50,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2020,50,65+ yr,null,null
Connecticut,EIP,2020-21,2020,50,65+ yr,null,null
Entire Network,EIP,2020-21,2020,50,65+ yr,null,null
Georgia,EIP,2020-21,2020,50,65+ yr,null,null
Iowa,IHSP,2020-21,2020,50,65+ yr,null,null
Entire Network,IHSP,2020-21,2020,50,65+ yr,null,null
Maryland,EIP,2020-21,2020,50,65+ yr,null,null
Michigan,IHSP,2020-21,2020,50,65+ yr,null,null
Minnesota,EIP,2020-21,2020,50,65+ yr,null,null
New Mexico,EIP,2020-21,2020,50,65+ yr,null,null
New York,EIP,2020-21,2020,50,65+ yr,null,null
Ohio,IHSP,2020-21,2020,50,65+ yr,null,null
Oregon,EIP,2020-21,2020,50,65+ yr,null,null
Tennessee,EIP,2020-21,2020,50,65+ yr,null,null
Utah,IHSP,2020-21,2020,50,65+ yr,null,null
California,EIP,2020-21,2020,51,65+ yr,null,null
Colorado,EIP,2020-21,2020,51,65+ yr,null,null
Connecticut,EIP,2020-21,2020,51,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2020,51,65+ yr,null,null
Maryland,EIP,2020-21,2020,51,65+ yr,null,null
Michigan,IHSP,2020-21,2020,51,65+ yr,null,null
Entire Network,IHSP,2020-21,2020,51,65+ yr,null,null
Iowa,IHSP,2020-21,2020,51,65+ yr,null,null
Entire Network,EIP,2020-21,2020,51,65+ yr,null,null
Georgia,EIP,2020-21,2020,51,65+ yr,null,null
Utah,IHSP,2020-21,2020,51,65+ yr,null,null
Tennessee,EIP,2020-21,2020,51,65+ yr,null,null
Oregon,EIP,2020-21,2020,51,65+ yr,null,null
New York,EIP,2020-21,2020,51,65+ yr,null,null
Ohio,IHSP,2020-21,2020,51,65+ yr,null,null
New Mexico,EIP,2020-21,2020,51,65+ yr,null,null
Minnesota,EIP,2020-21,2020,51,65+ yr,null,null
California,EIP,2020-21,2020,52,65+ yr,null,null
Colorado,EIP,2020-21,2020,52,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2020,52,65+ yr,null,null
Connecticut,EIP,2020-21,2020,52,65+ yr,null,null
Entire Network,EIP,2020-21,2020,52,65+ yr,null,null
Georgia,EIP,2020-21,2020,52,65+ yr,null,null
Iowa,IHSP,2020-21,2020,52,65+ yr,null,null
Entire Network,IHSP,2020-21,2020,52,65+ yr,null,null
Maryland,EIP,2020-21,2020,52,65+ yr,null,null
Michigan,IHSP,2020-21,2020,52,65+ yr,null,null
Minnesota,EIP,2020-21,2020,52,65+ yr,null,null
New Mexico,EIP,2020-21,2020,52,65+ yr,null,null
New York,EIP,2020-21,2020,52,65+ yr,null,null
Ohio,IHSP,2020-21,2020,52,65+ yr,null,null
Oregon,EIP,2020-21,2020,52,65+ yr,null,null
Tennessee,EIP,2020-21,2020,52,65+ yr,null,null
Utah,IHSP,2020-21,2020,52,65+ yr,null,null
California,EIP,2020-21,2020,53,65+ yr,null,null
Colorado,EIP,2020-21,2020,53,65+ yr,null,null
Tennessee,EIP,2020-21,2020,53,65+ yr,null,null
Utah,IHSP,2020-21,2020,53,65+ yr,null,null
Oregon,EIP,2020-21,2020,53,65+ yr,null,null
Ohio,IHSP,2020-21,2020,53,65+ yr,null,null
New Mexico,EIP,2020-21,2020,53,65+ yr,null,null
New York,EIP,2020-21,2020,53,65+ yr,null,null
Minnesota,EIP,2020-21,2020,53,65+ yr,null,null
Michigan,IHSP,2020-21,2020,53,65+ yr,null,null
Entire Network,IHSP,2020-21,2020,53,65+ yr,null,null
Maryland,EIP,2020-21,2020,53,65+ yr,null,null
Iowa,IHSP,2020-21,2020,53,65+ yr,null,null
Georgia,EIP,2020-21,2020,53,65+ yr,null,null
Connecticut,EIP,2020-21,2020,53,65+ yr,null,null
Entire Network,EIP,2020-21,2020,53,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2020,53,65+ yr,null,null
California,EIP,2020-21,2021,1,65+ yr,null,null
Colorado,EIP,2020-21,2021,1,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,1,65+ yr,null,null
Connecticut,EIP,2020-21,2021,1,65+ yr,null,null
Entire Network,EIP,2020-21,2021,1,65+ yr,null,null
Georgia,EIP,2020-21,2021,1,65+ yr,null,null
Iowa,IHSP,2020-21,2021,1,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,1,65+ yr,null,null
Maryland,EIP,2020-21,2021,1,65+ yr,null,null
Michigan,IHSP,2020-21,2021,1,65+ yr,null,null
Minnesota,EIP,2020-21,2021,1,65+ yr,null,null
New Mexico,EIP,2020-21,2021,1,65+ yr,null,null
New York,EIP,2020-21,2021,1,65+ yr,null,null
Ohio,IHSP,2020-21,2021,1,65+ yr,null,null
Oregon,EIP,2020-21,2021,1,65+ yr,null,null
Utah,IHSP,2020-21,2021,1,65+ yr,null,null
Tennessee,EIP,2020-21,2021,1,65+ yr,null,null
Utah,IHSP,2020-21,2021,2,65+ yr,null,null
California,EIP,2020-21,2021,2,65+ yr,null,null
Colorado,EIP,2020-21,2021,2,65+ yr,null,null
Entire Network,EIP,2020-21,2021,2,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,2,65+ yr,null,null
Connecticut,EIP,2020-21,2021,2,65+ yr,null,null
Oregon,EIP,2020-21,2021,2,65+ yr,null,null
Tennessee,EIP,2020-21,2021,2,65+ yr,null,null
Ohio,IHSP,2020-21,2021,2,65+ yr,null,null
New York,EIP,2020-21,2021,2,65+ yr,null,null
Minnesota,EIP,2020-21,2021,2,65+ yr,null,null
New Mexico,EIP,2020-21,2021,2,65+ yr,null,null
Michigan,IHSP,2020-21,2021,2,65+ yr,null,null
Maryland,EIP,2020-21,2021,2,65+ yr,null,null
Iowa,IHSP,2020-21,2021,2,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,2,65+ yr,null,null
Georgia,EIP,2020-21,2021,2,65+ yr,null,null
California,EIP,2020-21,2021,3,65+ yr,null,null
Colorado,EIP,2020-21,2021,3,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,3,65+ yr,null,null
Connecticut,EIP,2020-21,2021,3,65+ yr,null,null
Entire Network,EIP,2020-21,2021,3,65+ yr,null,null
Georgia,EIP,2020-21,2021,3,65+ yr,null,null
Iowa,IHSP,2020-21,2021,3,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,3,65+ yr,null,null
Maryland,EIP,2020-21,2021,3,65+ yr,null,null
Michigan,IHSP,2020-21,2021,3,65+ yr,null,null
Minnesota,EIP,2020-21,2021,3,65+ yr,null,null
New Mexico,EIP,2020-21,2021,3,65+ yr,null,null
New York,EIP,2020-21,2021,3,65+ yr,null,null
Ohio,IHSP,2020-21,2021,3,65+ yr,null,null
Oregon,EIP,2020-21,2021,3,65+ yr,null,null
Utah,IHSP,2020-21,2021,3,65+ yr,null,null
Tennessee,EIP,2020-21,2021,3,65+ yr,null,null
Colorado,EIP,2020-21,2021,4,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,4,65+ yr,null,null
California,EIP,2020-21,2021,4,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,4,65+ yr,null,null
Georgia,EIP,2020-21,2021,4,65+ yr,null,null
Iowa,IHSP,2020-21,2021,4,65+ yr,null,null
Entire Network,EIP,2020-21,2021,4,65+ yr,null,null
Connecticut,EIP,2020-21,2021,4,65+ yr,null,null
Utah,IHSP,2020-21,2021,4,65+ yr,null,null
Tennessee,EIP,2020-21,2021,4,65+ yr,null,null
Ohio,IHSP,2020-21,2021,4,65+ yr,null,null
Oregon,EIP,2020-21,2021,4,65+ yr,null,null
New York,EIP,2020-21,2021,4,65+ yr,null,null
New Mexico,EIP,2020-21,2021,4,65+ yr,null,null
Michigan,IHSP,2020-21,2021,4,65+ yr,null,null
Minnesota,EIP,2020-21,2021,4,65+ yr,null,null
Maryland,EIP,2020-21,2021,4,65+ yr,null,null
California,EIP,2020-21,2021,5,65+ yr,null,null
Colorado,EIP,2020-21,2021,5,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,5,65+ yr,null,null
Connecticut,EIP,2020-21,2021,5,65+ yr,null,null
Entire Network,EIP,2020-21,2021,5,65+ yr,null,null
Georgia,EIP,2020-21,2021,5,65+ yr,null,null
Iowa,IHSP,2020-21,2021,5,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,5,65+ yr,null,null
Maryland,EIP,2020-21,2021,5,65+ yr,null,null
Michigan,IHSP,2020-21,2021,5,65+ yr,null,null
Minnesota,EIP,2020-21,2021,5,65+ yr,null,null
New Mexico,EIP,2020-21,2021,5,65+ yr,null,null
New York,EIP,2020-21,2021,5,65+ yr,null,null
Ohio,IHSP,2020-21,2021,5,65+ yr,null,null
Oregon,EIP,2020-21,2021,5,65+ yr,null,null
Tennessee,EIP,2020-21,2021,5,65+ yr,null,null
Utah,IHSP,2020-21,2021,5,65+ yr,null,null
Utah,IHSP,2020-21,2021,6,65+ yr,null,null
Tennessee,EIP,2020-21,2021,6,65+ yr,null,null
Oregon,EIP,2020-21,2021,6,65+ yr,null,null
New York,EIP,2020-21,2021,6,65+ yr,null,null
Ohio,IHSP,2020-21,2021,6,65+ yr,null,null
New Mexico,EIP,2020-21,2021,6,65+ yr,null,null
Minnesota,EIP,2020-21,2021,6,65+ yr,null,null
Maryland,EIP,2020-21,2021,6,65+ yr,null,null
Michigan,IHSP,2020-21,2021,6,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,6,65+ yr,null,null
Iowa,IHSP,2020-21,2021,6,65+ yr,null,null
Entire Network,EIP,2020-21,2021,6,65+ yr,null,null
Georgia,EIP,2020-21,2021,6,65+ yr,null,null
Connecticut,EIP,2020-21,2021,6,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,6,65+ yr,null,null
California,EIP,2020-21,2021,6,65+ yr,null,null
Colorado,EIP,2020-21,2021,6,65+ yr,null,null
California,EIP,2020-21,2021,7,65+ yr,null,null
Colorado,EIP,2020-21,2021,7,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,7,65+ yr,null,null
Connecticut,EIP,2020-21,2021,7,65+ yr,null,null
Entire Network,EIP,2020-21,2021,7,65+ yr,null,null
Georgia,EIP,2020-21,2021,7,65+ yr,null,null
Iowa,IHSP,2020-21,2021,7,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,7,65+ yr,null,null
Maryland,EIP,2020-21,2021,7,65+ yr,null,null
Michigan,IHSP,2020-21,2021,7,65+ yr,null,null
Minnesota,EIP,2020-21,2021,7,65+ yr,null,null
New Mexico,EIP,2020-21,2021,7,65+ yr,null,null
New York,EIP,2020-21,2021,7,65+ yr,null,null
Ohio,IHSP,2020-21,2021,7,65+ yr,null,null
Oregon,EIP,2020-21,2021,7,65+ yr,null,null
Tennessee,EIP,2020-21,2021,7,65+ yr,null,null
Utah,IHSP,2020-21,2021,7,65+ yr,null,null
Tennessee,EIP,2020-21,2021,8,65+ yr,null,null
Utah,IHSP,2020-21,2021,8,65+ yr,null,null
Oregon,EIP,2020-21,2021,8,65+ yr,null,null
California,EIP,2020-21,2021,8,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,8,65+ yr,null,null
Colorado,EIP,2020-21,2021,8,65+ yr,null,null
Ohio,IHSP,2020-21,2021,8,65+ yr,null,null
New Mexico,EIP,2020-21,2021,8,65+ yr,null,null
New York,EIP,2020-21,2021,8,65+ yr,null,null
Minnesota,EIP,2020-21,2021,8,65+ yr,null,null
Michigan,IHSP,2020-21,2021,8,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,8,65+ yr,null,null
Maryland,EIP,2020-21,2021,8,65+ yr,null,null
Iowa,IHSP,2020-21,2021,8,65+ yr,null,null
Georgia,EIP,2020-21,2021,8,65+ yr,null,null
Connecticut,EIP,2020-21,2021,8,65+ yr,null,null
Entire Network,EIP,2020-21,2021,8,65+ yr,null,null
California,EIP,2020-21,2021,9,65+ yr,null,null
Colorado,EIP,2020-21,2021,9,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,9,65+ yr,null,null
Connecticut,EIP,2020-21,2021,9,65+ yr,null,null
Entire Network,EIP,2020-21,2021,9,65+ yr,null,null
Georgia,EIP,2020-21,2021,9,65+ yr,null,null
Iowa,IHSP,2020-21,2021,9,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,9,65+ yr,null,null
Maryland,EIP,2020-21,2021,9,65+ yr,null,null
Michigan,IHSP,2020-21,2021,9,65+ yr,null,null
Minnesota,EIP,2020-21,2021,9,65+ yr,null,null
New Mexico,EIP,2020-21,2021,9,65+ yr,null,null
New York,EIP,2020-21,2021,9,65+ yr,null,null
Ohio,IHSP,2020-21,2021,9,65+ yr,null,null
Oregon,EIP,2020-21,2021,9,65+ yr,null,null
Utah,IHSP,2020-21,2021,9,65+ yr,null,null
Tennessee,EIP,2020-21,2021,9,65+ yr,null,null
California,EIP,2020-21,2021,10,65+ yr,null,null
Georgia,EIP,2020-21,2021,10,65+ yr,null,null
Entire Network,EIP,2020-21,2021,10,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,10,65+ yr,null,null
Connecticut,EIP,2020-21,2021,10,65+ yr,null,null
Colorado,EIP,2020-21,2021,10,65+ yr,null,null
Utah,IHSP,2020-21,2021,10,65+ yr,null,null
Oregon,EIP,2020-21,2021,10,65+ yr,null,null
Tennessee,EIP,2020-21,2021,10,65+ yr,null,null
Ohio,IHSP,2020-21,2021,10,65+ yr,null,null
New York,EIP,2020-21,2021,10,65+ yr,null,null
Minnesota,EIP,2020-21,2021,10,65+ yr,null,null
New Mexico,EIP,2020-21,2021,10,65+ yr,null,null
Michigan,IHSP,2020-21,2021,10,65+ yr,null,null
Maryland,EIP,2020-21,2021,10,65+ yr,null,null
Iowa,IHSP,2020-21,2021,10,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,10,65+ yr,null,null
California,EIP,2020-21,2021,11,65+ yr,null,null
Colorado,EIP,2020-21,2021,11,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,11,65+ yr,null,null
Connecticut,EIP,2020-21,2021,11,65+ yr,null,null
Entire Network,EIP,2020-21,2021,11,65+ yr,null,null
Georgia,EIP,2020-21,2021,11,65+ yr,null,null
Iowa,IHSP,2020-21,2021,11,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,11,65+ yr,null,null
Maryland,EIP,2020-21,2021,11,65+ yr,null,null
Michigan,IHSP,2020-21,2021,11,65+ yr,null,null
Minnesota,EIP,2020-21,2021,11,65+ yr,null,null
New Mexico,EIP,2020-21,2021,11,65+ yr,null,null
New York,EIP,2020-21,2021,11,65+ yr,null,null
Ohio,IHSP,2020-21,2021,11,65+ yr,null,null
Oregon,EIP,2020-21,2021,11,65+ yr,null,null
Utah,IHSP,2020-21,2021,11,65+ yr,null,null
Tennessee,EIP,2020-21,2021,11,65+ yr,null,null
California,EIP,2020-21,2021,12,65+ yr,null,null
Connecticut,EIP,2020-21,2021,12,65+ yr,null,null
Colorado,EIP,2020-21,2021,12,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,12,65+ yr,null,null
Maryland,EIP,2020-21,2021,12,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,12,65+ yr,null,null
Georgia,EIP,2020-21,2021,12,65+ yr,null,null
Iowa,IHSP,2020-21,2021,12,65+ yr,null,null
Entire Network,EIP,2020-21,2021,12,65+ yr,null,null
Utah,IHSP,2020-21,2021,12,65+ yr,null,null
Tennessee,EIP,2020-21,2021,12,65+ yr,null,null
Ohio,IHSP,2020-21,2021,12,65+ yr,null,null
Oregon,EIP,2020-21,2021,12,65+ yr,null,null
New York,EIP,2020-21,2021,12,65+ yr,null,null
New Mexico,EIP,2020-21,2021,12,65+ yr,null,null
Michigan,IHSP,2020-21,2021,12,65+ yr,null,null
Minnesota,EIP,2020-21,2021,12,65+ yr,null,null
California,EIP,2020-21,2021,13,65+ yr,null,null
Colorado,EIP,2020-21,2021,13,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,13,65+ yr,null,null
Connecticut,EIP,2020-21,2021,13,65+ yr,null,null
Entire Network,EIP,2020-21,2021,13,65+ yr,null,null
Georgia,EIP,2020-21,2021,13,65+ yr,null,null
Iowa,IHSP,2020-21,2021,13,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,13,65+ yr,null,null
Maryland,EIP,2020-21,2021,13,65+ yr,null,null
Michigan,IHSP,2020-21,2021,13,65+ yr,null,null
Minnesota,EIP,2020-21,2021,13,65+ yr,null,null
New Mexico,EIP,2020-21,2021,13,65+ yr,null,null
New York,EIP,2020-21,2021,13,65+ yr,null,null
Ohio,IHSP,2020-21,2021,13,65+ yr,null,null
Oregon,EIP,2020-21,2021,13,65+ yr,null,null
Tennessee,EIP,2020-21,2021,13,65+ yr,null,null
Utah,IHSP,2020-21,2021,13,65+ yr,null,null
Utah,IHSP,2020-21,2021,14,65+ yr,null,null
Tennessee,EIP,2020-21,2021,14,65+ yr,null,null
Oregon,EIP,2020-21,2021,14,65+ yr,null,null
New York,EIP,2020-21,2021,14,65+ yr,null,null
Ohio,IHSP,2020-21,2021,14,65+ yr,null,null
California,EIP,2020-21,2021,14,65+ yr,null,null
Colorado,EIP,2020-21,2021,14,65+ yr,null,null
New Mexico,EIP,2020-21,2021,14,65+ yr,null,null
Minnesota,EIP,2020-21,2021,14,65+ yr,null,null
Maryland,EIP,2020-21,2021,14,65+ yr,null,null
Michigan,IHSP,2020-21,2021,14,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,14,65+ yr,null,null
Iowa,IHSP,2020-21,2021,14,65+ yr,null,null
Entire Network,EIP,2020-21,2021,14,65+ yr,null,null
Georgia,EIP,2020-21,2021,14,65+ yr,null,null
Connecticut,EIP,2020-21,2021,14,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,14,65+ yr,null,null
California,EIP,2020-21,2021,15,65+ yr,null,null
Colorado,EIP,2020-21,2021,15,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,15,65+ yr,null,null
Connecticut,EIP,2020-21,2021,15,65+ yr,null,null
Entire Network,EIP,2020-21,2021,15,65+ yr,null,null
Georgia,EIP,2020-21,2021,15,65+ yr,null,null
Iowa,IHSP,2020-21,2021,15,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,15,65+ yr,null,null
Maryland,EIP,2020-21,2021,15,65+ yr,null,null
Michigan,IHSP,2020-21,2021,15,65+ yr,null,null
Minnesota,EIP,2020-21,2021,15,65+ yr,null,null
New Mexico,EIP,2020-21,2021,15,65+ yr,null,null
New York,EIP,2020-21,2021,15,65+ yr,null,null
Ohio,IHSP,2020-21,2021,15,65+ yr,null,null
Oregon,EIP,2020-21,2021,15,65+ yr,null,null
Tennessee,EIP,2020-21,2021,15,65+ yr,null,null
Utah,IHSP,2020-21,2021,15,65+ yr,null,null
California,EIP,2020-21,2021,16,65+ yr,null,null
Colorado,EIP,2020-21,2021,16,65+ yr,null,null
Connecticut,EIP,2020-21,2021,16,65+ yr,null,null
Entire Network,EIP,2020-21,2021,16,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,16,65+ yr,null,null
Tennessee,EIP,2020-21,2021,16,65+ yr,null,null
Utah,IHSP,2020-21,2021,16,65+ yr,null,null
Oregon,EIP,2020-21,2021,16,65+ yr,null,null
Ohio,IHSP,2020-21,2021,16,65+ yr,null,null
New Mexico,EIP,2020-21,2021,16,65+ yr,null,null
New York,EIP,2020-21,2021,16,65+ yr,null,null
Minnesota,EIP,2020-21,2021,16,65+ yr,null,null
Michigan,IHSP,2020-21,2021,16,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,16,65+ yr,null,null
Maryland,EIP,2020-21,2021,16,65+ yr,null,null
Iowa,IHSP,2020-21,2021,16,65+ yr,null,null
Georgia,EIP,2020-21,2021,16,65+ yr,null,null
California,EIP,2020-21,2021,17,65+ yr,null,null
Colorado,EIP,2020-21,2021,17,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,17,65+ yr,null,null
Connecticut,EIP,2020-21,2021,17,65+ yr,null,null
Entire Network,EIP,2020-21,2021,17,65+ yr,null,null
Georgia,EIP,2020-21,2021,17,65+ yr,null,null
Iowa,IHSP,2020-21,2021,17,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,17,65+ yr,null,null
Maryland,EIP,2020-21,2021,17,65+ yr,null,null
Michigan,IHSP,2020-21,2021,17,65+ yr,null,null
Minnesota,EIP,2020-21,2021,17,65+ yr,null,null
New Mexico,EIP,2020-21,2021,17,65+ yr,null,null
New York,EIP,2020-21,2021,17,65+ yr,null,null
Ohio,IHSP,2020-21,2021,17,65+ yr,null,null
Oregon,EIP,2020-21,2021,17,65+ yr,null,null
Utah,IHSP,2020-21,2021,17,65+ yr,null,null
Tennessee,EIP,2020-21,2021,17,65+ yr,null,null
California,EIP,2020-21,2021,18,65+ yr,null,null
Colorado,EIP,2020-21,2021,18,65+ yr,null,null
Iowa,IHSP,2020-21,2021,18,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,18,65+ yr,null,null
Georgia,EIP,2020-21,2021,18,65+ yr,null,null
Entire Network,EIP,2020-21,2021,18,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,18,65+ yr,null,null
Connecticut,EIP,2020-21,2021,18,65+ yr,null,null
Utah,IHSP,2020-21,2021,18,65+ yr,null,null
Oregon,EIP,2020-21,2021,18,65+ yr,null,null
Tennessee,EIP,2020-21,2021,18,65+ yr,null,null
Ohio,IHSP,2020-21,2021,18,65+ yr,null,null
New York,EIP,2020-21,2021,18,65+ yr,null,null
Minnesota,EIP,2020-21,2021,18,65+ yr,null,null
New Mexico,EIP,2020-21,2021,18,65+ yr,null,null
Michigan,IHSP,2020-21,2021,18,65+ yr,null,null
Maryland,EIP,2020-21,2021,18,65+ yr,null,null
California,EIP,2020-21,2021,19,65+ yr,null,null
Colorado,EIP,2020-21,2021,19,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,19,65+ yr,null,null
Connecticut,EIP,2020-21,2021,19,65+ yr,null,null
Entire Network,EIP,2020-21,2021,19,65+ yr,null,null
Georgia,EIP,2020-21,2021,19,65+ yr,null,null
Iowa,IHSP,2020-21,2021,19,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,19,65+ yr,null,null
Maryland,EIP,2020-21,2021,19,65+ yr,null,null
Michigan,IHSP,2020-21,2021,19,65+ yr,null,null
Minnesota,EIP,2020-21,2021,19,65+ yr,null,null
New Mexico,EIP,2020-21,2021,19,65+ yr,null,null
New York,EIP,2020-21,2021,19,65+ yr,null,null
Ohio,IHSP,2020-21,2021,19,65+ yr,null,null
Oregon,EIP,2020-21,2021,19,65+ yr,null,null
Utah,IHSP,2020-21,2021,19,65+ yr,null,null
Tennessee,EIP,2020-21,2021,19,65+ yr,null,null
Utah,IHSP,2020-21,2021,20,65+ yr,null,null
Tennessee,EIP,2020-21,2021,20,65+ yr,null,null
Ohio,IHSP,2020-21,2021,20,65+ yr,null,null
Oregon,EIP,2020-21,2021,20,65+ yr,null,null
New York,EIP,2020-21,2021,20,65+ yr,null,null
New Mexico,EIP,2020-21,2021,20,65+ yr,null,null
Michigan,IHSP,2020-21,2021,20,65+ yr,null,null
Minnesota,EIP,2020-21,2021,20,65+ yr,null,null
Maryland,EIP,2020-21,2021,20,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,20,65+ yr,null,null
Georgia,EIP,2020-21,2021,20,65+ yr,null,null
Iowa,IHSP,2020-21,2021,20,65+ yr,null,null
Entire Network,EIP,2020-21,2021,20,65+ yr,null,null
Connecticut,EIP,2020-21,2021,20,65+ yr,null,null
Colorado,EIP,2020-21,2021,20,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,20,65+ yr,null,null
California,EIP,2020-21,2021,20,65+ yr,null,null
California,EIP,2020-21,2021,21,65+ yr,null,null
Colorado,EIP,2020-21,2021,21,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,21,65+ yr,null,null
Connecticut,EIP,2020-21,2021,21,65+ yr,null,null
Entire Network,EIP,2020-21,2021,21,65+ yr,null,null
Georgia,EIP,2020-21,2021,21,65+ yr,null,null
Iowa,IHSP,2020-21,2021,21,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,21,65+ yr,null,null
Maryland,EIP,2020-21,2021,21,65+ yr,null,null
Michigan,IHSP,2020-21,2021,21,65+ yr,null,null
Minnesota,EIP,2020-21,2021,21,65+ yr,null,null
New Mexico,EIP,2020-21,2021,21,65+ yr,null,null
New York,EIP,2020-21,2021,21,65+ yr,null,null
Ohio,IHSP,2020-21,2021,21,65+ yr,null,null
Oregon,EIP,2020-21,2021,21,65+ yr,null,null
Tennessee,EIP,2020-21,2021,21,65+ yr,null,null
Utah,IHSP,2020-21,2021,21,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,22,65+ yr,null,null
California,EIP,2020-21,2021,22,65+ yr,null,null
Colorado,EIP,2020-21,2021,22,65+ yr,null,null
Utah,IHSP,2020-21,2021,22,65+ yr,null,null
Tennessee,EIP,2020-21,2021,22,65+ yr,null,null
Oregon,EIP,2020-21,2021,22,65+ yr,null,null
New York,EIP,2020-21,2021,22,65+ yr,null,null
Ohio,IHSP,2020-21,2021,22,65+ yr,null,null
New Mexico,EIP,2020-21,2021,22,65+ yr,null,null
Minnesota,EIP,2020-21,2021,22,65+ yr,null,null
Maryland,EIP,2020-21,2021,22,65+ yr,null,null
Michigan,IHSP,2020-21,2021,22,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,22,65+ yr,null,null
Iowa,IHSP,2020-21,2021,22,65+ yr,null,null
Entire Network,EIP,2020-21,2021,22,65+ yr,null,null
Georgia,EIP,2020-21,2021,22,65+ yr,null,null
Connecticut,EIP,2020-21,2021,22,65+ yr,null,null
California,EIP,2020-21,2021,23,65+ yr,null,null
Colorado,EIP,2020-21,2021,23,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,23,65+ yr,null,null
Connecticut,EIP,2020-21,2021,23,65+ yr,null,null
Entire Network,EIP,2020-21,2021,23,65+ yr,null,null
Georgia,EIP,2020-21,2021,23,65+ yr,null,null
Iowa,IHSP,2020-21,2021,23,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,23,65+ yr,null,null
Maryland,EIP,2020-21,2021,23,65+ yr,null,null
Michigan,IHSP,2020-21,2021,23,65+ yr,null,null
Minnesota,EIP,2020-21,2021,23,65+ yr,null,null
New Mexico,EIP,2020-21,2021,23,65+ yr,null,null
New York,EIP,2020-21,2021,23,65+ yr,null,null
Ohio,IHSP,2020-21,2021,23,65+ yr,null,null
Oregon,EIP,2020-21,2021,23,65+ yr,null,null
Tennessee,EIP,2020-21,2021,23,65+ yr,null,null
Utah,IHSP,2020-21,2021,23,65+ yr,null,null
California,EIP,2020-21,2021,24,65+ yr,null,null
Georgia,EIP,2020-21,2021,24,65+ yr,null,null
Connecticut,EIP,2020-21,2021,24,65+ yr,null,null
