Date AgeGroup CountType Count
200614 80+ Deaths 1293
200614 80+ PDeaths 75
200614 DnA Deaths 30
200614 DnA PDeaths 1
200615 0-9 PosTests 1759
200615 0-9 Deaths NA
200615 10-19 PosTests 3018
200615 10-19 Deaths 1
200615 20-29 PosTests 8856
200615 20-29 Deaths 14
200615 20-29 PDeaths 1
200615 30-39 PosTests 11577
200615 30-39 Deaths 35
200615 30-39 PDeaths 5
200615 40-49 PosTests 11111
200615 40-49 Deaths 87
200615 40-49 PDeaths 3
200615 50-59 PosTests 9841
200615 50-59 Deaths 209
200615 50-59 PDeaths 11
200615 60-69 PosTests 7094
200615 60-69 Deaths 460
200615 60-69 PDeaths 13
200615 70-79 PosTests 4521
200615 70-79 Deaths 693
200615 70-79 PDeaths 18
200615 80+ PosTests 4255
200615 80+ Deaths 1295
200615 80+ PDeaths 75
200615 DnA Deaths 23
200615 DnA PDeaths 4
200616 0-9 PosTests 1773
200616 0-9 Deaths NA
200616 10-19 PosTests 3036
200616 10-19 Deaths 1
200616 20-29 PosTests 8930
200616 20-29 Deaths 14
200616 20-29 PDeaths 1
200616 30-39 PosTests 11655
200616 30-39 Deaths 35
200616 30-39 PDeaths 5
200616 40-49 PosTests 11183
200616 40-49 Deaths 86
200616 40-49 PDeaths 3
200616 50-59 PosTests 9894
200616 50-59 Deaths 211
200616 50-59 PDeaths 12
200616 60-69 PosTests 7125
200616 60-69 Deaths 463
200616 60-69 PDeaths 13
200616 70-79 PosTests 4546
200616 70-79 Deaths 695
200616 70-79 PDeaths 18
200616 80+ PosTests 4267
200616 80+ Deaths 1306
200616 80+ PDeaths 75
200616 DnA Deaths 40
200616 DnA PDeaths 4
200617 0-9 PosTests 1792
200617 0-9 Deaths NA
200617 10-19 PosTests 3068
200617 10-19 Deaths 1
200617 20-29 PosTests 9025
200617 20-29 Deaths 14
200617 20-29 PDeaths 1
200617 30-39 PosTests 11737
200617 30-39 Deaths 35
200617 30-39 PDeaths 5
200617 40-49 PosTests 11277
200617 40-49 Deaths 87
200617 40-49 PDeaths 3
200617 50-59 PosTests 9975
200617 50-59 Deaths 214
200617 50-59 PDeaths 12
200617 60-69 PosTests 7196
200617 60-69 Deaths 464
200617 60-69 PDeaths 13
200617 70-79 PosTests 4590
200617 70-79 Deaths 704
200617 70-79 PDeaths 18
200617 80+ PosTests 4309
200617 80+ Deaths 1321
200617 80+ PDeaths 74
200617 DnA Deaths 26
200617 DnA PDeaths 4
200618 0-9 PosTests 1819
200618 0-9 Deaths NA
200618 10-19 PosTests 3102
200618 10-19 Deaths 1
200618 20-29 PosTests 9078
200618 20-29 Deaths 14
200618 20-29 PDeaths 1
200618 30-39 PosTests 11788
200618 30-39 Deaths 35
200618 30-39 PDeaths 5
200618 40-49 PosTests 11321
200618 40-49 Deaths 87
200618 40-49 PDeaths 3
200618 50-59 PosTests 9998
200618 50-59 Deaths 215
200618 50-59 PDeaths 13
200618 60-69 PosTests 7210
200618 60-69 Deaths 466
200618 60-69 PDeaths 13
200618 70-79 PosTests 4600
200618 70-79 Deaths 713
200618 70-79 PDeaths 18
200618 80+ PosTests 4313
200618 80+ Deaths 1334
200618 80+ PDeaths 74
200618 DnA Deaths 21
200618 DnA PDeaths 3
200619 0-9 PosTests 1831
200619 0-9 Deaths NA
200619 10-19 PosTests 3123
200619 10-19 Deaths 1
200619 20-29 PosTests 9121
200619 20-29 Deaths 14
200619 20-29 PDeaths 1
200619 30-39 PosTests 11838
200619 30-39 Deaths 35
200619 30-39 PDeaths 5
200619 40-49 PosTests 11368
200619 40-49 Deaths 87
200619 40-49 PDeaths 3
200619 50-59 PosTests 10058
200619 50-59 Deaths 218
200619 50-59 PDeaths 13
200619 60-69 PosTests 7238
200619 60-69 Deaths 468
200619 60-69 PDeaths 12
200619 70-79 PosTests 4627
200619 70-79 Deaths 715
200619 70-79 PDeaths 18
200619 80+ PosTests 4344
200619 80+ Deaths 1342
200619 80+ PDeaths 75
200619 DnA Deaths 21
200619 DnA PDeaths 2
200620 0-9 PosTests 1852
200620 0-9 Deaths NA
200620 10-19 PosTests 3163
200620 10-19 Deaths 1
200620 20-29 PosTests 9206
200620 20-29 Deaths 14
200620 20-29 PDeaths 1
200620 30-39 PosTests 11919
200620 30-39 Deaths 38
200620 30-39 PDeaths 5
200620 40-49 PosTests 11441
200620 40-49 Deaths 89
200620 40-49 PDeaths 3
200620 50-59 PosTests 10123
200620 50-59 Deaths 222
200620 50-59 PDeaths 13
200620 60-69 PosTests 7256
200620 60-69 Deaths 470
200620 60-69 PDeaths 12
200620 70-79 PosTests 4639
200620 70-79 Deaths 716
200620 70-79 PDeaths 18
200620 80+ PosTests 4357
200620 80+ Deaths 1352
200620 80+ PDeaths 75
200620 DnA Deaths 21
200620 DnA PDeaths 2
200621 0-9 PosTests 1880
200621 0-9 Deaths NA
200621 10-19 PosTests 3190
200621 10-19 Deaths 1
200621 20-29 PosTests 9273
200621 20-29 Deaths 14
200621 20-29 PDeaths 1
200621 30-39 PosTests 11984
200621 30-39 Deaths 38
200621 30-39 PDeaths 5
200621 40-49 PosTests 11493
200621 40-49 Deaths 90
200621 40-49 PDeaths 3
200621 50-59 PosTests 10176
200621 50-59 Deaths 223
200621 50-59 PDeaths 13
200621 60-69 PosTests 7284
200621 60-69 Deaths 471
200621 60-69 PDeaths 13
200621 70-79 PosTests 4655
200621 70-79 Deaths 718
200621 70-79 PDeaths 18
200621 80+ PosTests 4371
200621 80+ Deaths 1357
200621 80+ PDeaths 75
200621 DnA Deaths 25
200621 DnA PDeaths 1
200622 0-9 PosTests 1893
200622 0-9 Deaths NA
200622 10-19 PosTests 3216
200622 10-19 Deaths 1
200622 20-29 PosTests 9350
200622 20-29 Deaths 15
200622 20-29 PDeaths 1
200622 30-39 PosTests 12029
200622 30-39 Deaths 39
200622 30-39 PDeaths 5
200622 40-49 PosTests 11535
200622 40-49 Deaths 93
200622 40-49 PDeaths 3
200622 50-59 PosTests 10224
200622 50-59 Deaths 224
200622 50-59 PDeaths 13
200622 60-69 PosTests 7307
200622 60-69 Deaths 473
200622 60-69 PDeaths 13
200622 70-79 PosTests 4667
200622 70-79 Deaths 720
200622 70-79 PDeaths 18
200622 80+ PosTests 4382
200622 80+ Deaths 1361
200622 80+ PDeaths 75
200622 DnA Deaths 19
200622 DnA PDeaths 1
200623 0-9 PosTests 1907
200623 0-9 Deaths NA
200623 10-19 PosTests 3248
200623 10-19 Deaths 1
200623 20-29 PosTests 9459
200623 20-29 Deaths 15
200623 20-29 PDeaths 1
200623 30-39 PosTests 12128
200623 30-39 Deaths 39
200623 30-39 PDeaths 5
200623 40-49 PosTests 11591
200623 40-49 Deaths 93
200623 40-49 PDeaths 3
200623 50-59 PosTests 10265
200623 50-59 Deaths 224
200623 50-59 PDeaths 13
200623 60-69 PosTests 7338
200623 60-69 Deaths 474
200623 60-69 PDeaths 13
200623 70-79 PosTests 4678
200623 70-79 Deaths 724
200623 70-79 PDeaths 18
200623 80+ PosTests 4393
200623 80+ Deaths 1372
200623 80+ PDeaths 75
200623 DnA Deaths 21
200623 DnA PDeaths 1
200624 0-9 PosTests 1924
200624 0-9 Deaths NA
200624 10-19 PosTests 3268
200624 10-19 Deaths 1
200624 20-29 PosTests 9524
200624 20-29 Deaths 16
200624 20-29 PDeaths 1
200624 30-39 PosTests 12204
200624 30-39 Deaths 39
200624 30-39 PDeaths 5
200624 40-49 PosTests 11635
200624 40-49 Deaths 94
200624 40-49 PDeaths 3
200624 50-59 PosTests 10317
200624 50-59 Deaths 226
200624 50-59 PDeaths 13
200624 60-69 PosTests 7370
200624 60-69 Deaths 479
200624 60-69 PDeaths 13
200624 70-79 PosTests 4696
200624 70-79 Deaths 728
200624 70-79 PDeaths 18
200624 80+ PosTests 4399
200624 80+ Deaths 1375
200624 80+ PDeaths 75
200624 DnA Deaths 20
200624 DnA PDeaths 2
200625 0-9 PosTests 1937
200625 0-9 Deaths NA
200625 10-19 PosTests 3307
200625 10-19 Deaths 1
200625 20-29 PosTests 9616
200625 20-29 Deaths 16
200625 20-29 PDeaths 1
200625 30-39 PosTests 12290
200625 30-39 Deaths 39
200625 30-39 PDeaths 5
200625 40-49 PosTests 11708
200625 40-49 Deaths 95
200625 40-49 PDeaths 3
200625 50-59 PosTests 10376
200625 50-59 Deaths 230
200625 50-59 PDeaths 13
200625 60-69 PosTests 7408
200625 60-69 Deaths 481
200625 60-69 PDeaths 13
200625 70-79 PosTests 4717
200625 70-79 Deaths 732
200625 70-79 PDeaths 17
200625 80+ PosTests 4418
200625 80+ Deaths 1382
200625 80+ PDeaths 74
200625 DnA Deaths 25
200625 DnA PDeaths 2
200626 0-9 PosTests 1946
200626 0-9 Deaths NA
200626 10-19 PosTests 3334
200626 10-19 Deaths 1
200626 20-29 PosTests 9685
200626 20-29 Deaths 16
200626 20-29 PDeaths 1
200626 30-39 PosTests 12360
200626 30-39 Deaths 39
200626 30-39 PDeaths 5
200626 40-49 PosTests 11761
200626 40-49 Deaths 95
200626 40-49 PDeaths 3
200626 50-59 PosTests 10424
200626 50-59 Deaths 230
200626 50-59 PDeaths 13
200626 60-69 PosTests 7447
200626 60-69 Deaths 488
200626 60-69 PDeaths 12
200626 70-79 PosTests 4726
200626 70-79 Deaths 736
200626 70-79 PDeaths 17
200626 80+ PosTests 4432
200626 80+ Deaths 1389
200626 80+ PDeaths 74
200626 DnA Deaths 21
200626 DnA PDeaths 3
200627 0-9 PosTests 1955
200627 0-9 Deaths NA
200627 10-19 PosTests 3368
200627 10-19 Deaths 1
200627 20-29 PosTests 9749
200627 20-29 Deaths 16
200627 20-29 PDeaths 1
200627 30-39 PosTests 12431
200627 30-39 Deaths 39
200627 30-39 PDeaths 5
200627 40-49 PosTests 11815
200627 40-49 Deaths 96
200627 40-49 PDeaths 3
200627 50-59 PosTests 10479
200627 50-59 Deaths 234
200627 50-59 PDeaths 14
200627 60-69 PosTests 7479
200627 60-69 Deaths 490
200627 60-69 PDeaths 12
200627 70-79 PosTests 4736
200627 70-79 Deaths 738
200627 70-79 PDeaths 17
200627 80+ PosTests 4438
200627 80+ Deaths 1397
200627 80+ PDeaths 73
200627 DnA Deaths 19
200627 DnA PDeaths 2
200628 0-9 PosTests 1978
200628 0-9 Deaths NA
200628 10-19 PosTests 3408
200628 10-19 Deaths 1
200628 20-29 PosTests 9825
200628 20-29 Deaths 17
200628 20-29 PDeaths 1
200628 30-39 PosTests 12484
200628 30-39 Deaths 39
200628 30-39 PDeaths 5
200628 40-49 PosTests 11866
200628 40-49 Deaths 96
200628 40-49 PDeaths 3
200628 50-59 PosTests 10521
200628 50-59 Deaths 235
200628 50-59 PDeaths 13
200628 60-69 PosTests 7504
200628 60-69 Deaths 490
200628 60-69 PDeaths 12
200628 70-79 PosTests 4748
200628 70-79 Deaths 743
200628 70-79 PDeaths 17
200628 80+ PosTests 4443
200628 80+ Deaths 1399
200628 80+ PDeaths 73
200628 DnA Deaths 22
200628 DnA PDeaths 2
200629 0-9 PosTests 2006
200629 0-9 Deaths NA
200629 10-19 PosTests 3461
200629 10-19 Deaths 1
200629 20-29 PosTests 9917
200629 20-29 Deaths 17
200629 20-29 PDeaths 1
200629 30-39 PosTests 12569
200629 30-39 Deaths 39
200629 30-39 PDeaths 5
200629 40-49 PosTests 11948
200629 40-49 Deaths 96
200629 40-49 PDeaths 3
200629 50-59 PosTests 10587
200629 50-59 Deaths 237
200629 50-59 PDeaths 13
200629 60-69 PosTests 7550
200629 60-69 Deaths 492
200629 60-69 PDeaths 12
200629 70-79 PosTests 4764
200629 70-79 Deaths 744
200629 70-79 PDeaths 17
200629 80+ PosTests 4452
200629 80+ Deaths 1403
200629 80+ PDeaths 73
200629 DnA Deaths 19
200629 DnA PDeaths 3
200630 0-9 PosTests 2019
200630 0-9 Deaths NA
200630 10-19 PosTests 3481
200630 10-19 Deaths 1
200630 20-29 PosTests 9987
200630 20-29 Deaths 16
200630 20-29 PDeaths 1
200630 30-39 PosTests 12625
200630 30-39 Deaths 40
200630 30-39 PDeaths 5
200630 40-49 PosTests 11997
200630 40-49 Deaths 96
200630 40-49 PDeaths 3
200630 50-59 PosTests 10634
200630 50-59 Deaths 239
200630 50-59 PDeaths 14
200630 60-69 PosTests 7577
200630 60-69 Deaths 493
200630 60-69 PDeaths 12
200630 70-79 PosTests 4777
200630 70-79 Deaths 744
200630 70-79 PDeaths 17
200630 80+ PosTests 4462
200630 80+ Deaths 1408
200630 80+ PDeaths 74
200630 DnA Deaths 25
200630 DnA PDeaths 2
200701 0-9 PosTests 2042
200701 0-9 Deaths NA
200701 10-19 PosTests 3508
200701 10-19 Deaths 1
200701 20-29 PosTests 10056
200701 20-29 Deaths 16
200701 20-29 PDeaths 1
200701 30-39 PosTests 12692
200701 30-39 Deaths 40
200701 30-39 PDeaths 5
200701 40-49 PosTests 12054
200701 40-49 Deaths 98
200701 40-49 PDeaths 3
200701 50-59 PosTests 10683
200701 50-59 Deaths 241
200701 50-59 PDeaths 14
200701 60-69 PosTests 7619
200701 60-69 Deaths 496
200701 60-69 PDeaths 12
200701 70-79 PosTests 4791
200701 70-79 Deaths 747
200701 70-79 PDeaths 18
200701 80+ PosTests 4473
200701 80+ Deaths 1416
200701 80+ PDeaths 74
200701 DnA Deaths 22
200701 DnA PDeaths 1
200702 0-9 PosTests 2075
200702 0-9 Deaths NA
200702 10-19 PosTests 3558
200702 10-19 Deaths 1
200702 20-29 PosTests 10176
200702 20-29 Deaths 16
200702 20-29 PDeaths 1
200702 30-39 PosTests 12811
200702 30-39 Deaths 40
200702 30-39 PDeaths 5
200702 40-49 PosTests 12121
200702 40-49 Deaths 98
200702 40-49 PDeaths 3
200702 50-59 PosTests 10731
200702 50-59 Deaths 242
200702 50-59 PDeaths 13
200702 60-69 PosTests 7646
200702 60-69 Deaths 497
200702 60-69 PDeaths 12
200702 70-79 PosTests 4819
200702 70-79 Deaths 748
200702 70-79 PDeaths 18
200702 80+ PosTests 4486
200702 80+ Deaths 1422
200702 80+ PDeaths 73
200702 DnA Deaths 22
200702 DnA PDeaths 1
200703 0-9 PosTests 2098
200703 0-9 Deaths NA
200703 10-19 PosTests 3605
200703 10-19 Deaths 1
200703 20-29 PosTests 10264
200703 20-29 Deaths 16
200703 20-29 PDeaths 1
200703 30-39 PosTests 12890
200703 30-39 Deaths 41
200703 30-39 PDeaths 5
200703 40-49 PosTests 12183
200703 40-49 Deaths 98
200703 40-49 PDeaths 3
200703 50-59 PosTests 10810
200703 50-59 Deaths 242
200703 50-59 PDeaths 13
200703 60-69 PosTests 7708
200703 60-69 Deaths 501
200703 60-69 PDeaths 12
200703 70-79 PosTests 4882
200703 70-79 Deaths 756
200703 70-79 PDeaths 18
200703 80+ PosTests 4521
200703 80+ Deaths 1423
200703 80+ PDeaths 72
200703 DnA Deaths 21
200703 DnA PDeaths NA
200704 0-9 PosTests 2113
200704 0-9 Deaths NA
200704 10-19 PosTests 3637
200704 10-19 Deaths 1
200704 20-29 PosTests 10349
200704 20-29 Deaths 17
200704 20-29 PDeaths 1
200704 30-39 PosTests 12969
200704 30-39 Deaths 42
200704 30-39 PDeaths 5
200704 40-49 PosTests 12240
200704 40-49 Deaths 98
200704 40-49 PDeaths 3
200704 50-59 PosTests 10864
200704 50-59 Deaths 242
200704 50-59 PDeaths 13
200704 60-69 PosTests 7745
200704 60-69 Deaths 504
200704 60-69 PDeaths 12
200704 70-79 PosTests 4893
200704 70-79 Deaths 758
200704 70-79 PDeaths 18
200704 80+ PosTests 4531
200704 80+ Deaths 1428
200704 80+ PDeaths 73
200704 DnA Deaths 21
200704 DnA PDeaths NA
200705 0-9 PosTests 2129
200705 0-9 Deaths NA
200705 10-19 PosTests 3672
200705 10-19 Deaths 1
200705 20-29 PosTests 10422
200705 20-29 Deaths 17
200705 20-29 PDeaths 1
200705 30-39 PosTests 13017
200705 30-39 Deaths 42
200705 30-39 PDeaths 5
200705 40-49 PosTests 12288
200705 40-49 Deaths 98
200705 40-49 PDeaths 3
200705 50-59 PosTests 10890
200705 50-59 Deaths 242
200705 50-59 PDeaths 13
200705 60-69 PosTests 7765
200705 60-69 Deaths 505
200705 60-69 PDeaths 12
200705 70-79 PosTests 4903
200705 70-79 Deaths 758
200705 70-79 PDeaths 18
200705 80+ PosTests 4546
200705 80+ Deaths 1431
200705 80+ PDeaths 73
200705 DnA Deaths 24
200705 DnA PDeaths NA
200706 0-9 PosTests 2141
200706 0-9 Deaths NA
200706 10-19 PosTests 3700
200706 10-19 Deaths 1
200706 20-29 PosTests 10487
200706 20-29 Deaths 17
200706 20-29 PDeaths 1
200706 30-39 PosTests 13069
200706 30-39 Deaths 42
200706 30-39 PDeaths 5
200706 40-49 PosTests 12332
200706 40-49 Deaths 98
200706 40-49 PDeaths 3
200706 50-59 PosTests 10926
200706 50-59 Deaths 242
200706 50-59 PDeaths 13
200706 60-69 PosTests 7786
200706 60-69 Deaths 509
200706 60-69 PDeaths 12
200706 70-79 PosTests 4913
200706 70-79 Deaths 763
200706 70-79 PDeaths 18
200706 80+ PosTests 4550
200706 80+ Deaths 1433
200706 80+ PDeaths 73
200706 DnA Deaths 16
200706 DnA PDeaths NA
