DATE,COUNTY,FACILITY_NAME,"Staff:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities","Residents:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities",Staff:_State_and_Local_Affected_Facilities,Patients:_State_and_Local_Affected_Facilities,Inmates:_State_and_Local_Affected_Facilities,Youth:_State_and_Local_Affected_Facilities,OBJECTID
5/13/2020,Baltimore County,Maryland Masonic Homes,12,23,N/A,N/A,N/A,N/A,551
5/13/2020,Baltimore County,Meadow Park Rehabilitation and Healthcare,16,20,N/A,N/A,N/A,N/A,552
5/13/2020,Baltimore County,North Oak,1,0,N/A,N/A,N/A,N/A,553
5/13/2020,Baltimore County,Oak Crest,15,22,N/A,N/A,N/A,N/A,554
5/13/2020,Baltimore County,Oakwood Care Center,12,73,N/A,N/A,N/A,N/A,555
5/13/2020,Baltimore County,Orchard Hill Health and Rehab,7,26,N/A,N/A,N/A,N/A,556
5/13/2020,Baltimore County,Patapsco Valley Center,8,43,N/A,N/A,N/A,N/A,557
5/13/2020,Baltimore County,Ridgeway Manor,11,18,N/A,N/A,N/A,N/A,558
5/13/2020,Baltimore County,Spring Grove Psychiatric Hospital,N/A,N/A,12,37,N/A,N/A,559
5/13/2020,Baltimore County,Stella Maris,9,13,N/A,N/A,N/A,N/A,560
5/13/2020,Baltimore County,Summit Park Health & Rehabilitation Center,9,18,N/A,N/A,N/A,N/A,561
5/13/2020,Baltimore County,Sunrise of Pikesville,2,0,N/A,N/A,N/A,N/A,562
5/13/2020,Baltimore County,Village at Augsburg,18,72,N/A,N/A,N/A,N/A,563
5/13/2020,Carroll,Birch Manor Healthcare Center,0,20,N/A,N/A,N/A,N/A,564
5/13/2020,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,0,1,N/A,N/A,N/A,N/A,565
5/13/2020,Carroll,Carroll Lutheran Village,13,42,N/A,N/A,N/A,N/A,566
5/13/2020,Carroll,Central Maryland Correctional Facility (Formerly CLF),N/A,N/A,0,N/A,1,N/A,567
5/13/2020,Carroll,Fairhaven,8,38,N/A,N/A,N/A,N/A,568
5/13/2020,Carroll,Golden Crest 1,1,0,N/A,N/A,N/A,N/A,569
5/13/2020,Carroll,Golden Crest 2,1,0,N/A,N/A,N/A,N/A,570
5/13/2020,Carroll,Inspirations Memory Care of Westminster,3,4,N/A,N/A,N/A,N/A,571
5/13/2020,Carroll,Lorien Mount Airy,6,2,N/A,N/A,N/A,N/A,572
5/13/2020,Carroll,Springfield Hospital Center,N/A,N/A,7,0,N/A,N/A,573
5/13/2020,Carroll,Sun Valley at Homestead,0,1,N/A,N/A,N/A,N/A,574
5/13/2020,Carroll,Westminster Healthcare Center,12,64,N/A,N/A,N/A,N/A,575
5/13/2020,Cecil,Calvert Manor Healthcare Center,15,86,N/A,N/A,N/A,N/A,576
5/13/2020,Charles,Charles County Detention Center,N/A,N/A,3,1,N/A,N/A,577
5/13/2020,Charles,Genesis La Plata,5,0,N/A,N/A,N/A,N/A,578
5/13/2020,Charles,Genesis Waldorf,3,0,N/A,N/A,N/A,N/A,579
5/13/2020,Charles,Morningside House of St Charles,0,1,N/A,N/A,N/A,N/A,580
5/13/2020,Charles,Restore Health Rehabilitation Center,4,10,N/A,N/A,N/A,N/A,581
5/13/2020,Charles,Sagepoint Nursing & Rehabilitation,35,88,N/A,N/A,N/A,N/A,582
5/13/2020,Charles,The Charleston Senior Community,9,34,N/A,N/A,N/A,N/A,583
5/13/2020,Dorchester,Chesapeake Woods Center,1,0,N/A,N/A,N/A,N/A,584
5/13/2020,Dorchester,Chesapeake Woods Center,1,0,N/A,N/A,N/A,N/A,585
5/13/2020,Dorchester,Eastern Shore Hospital Center,N/A,N/A,3,0,N/A,N/A,586
5/13/2020,Frederick,Ballenger Creek - Genesis Healthcare,41,88,N/A,N/A,N/A,N/A,587
5/13/2020,Frederick,Citizens Care and Rehabilitation Center of Frederick,10,12,N/A,N/A,N/A,N/A,588
5/13/2020,Frederick,Country Meadows of Frederick,20,27,N/A,N/A,N/A,N/A,589
5/13/2020,Frederick,Edenton Retirement Community,3,0,N/A,N/A,N/A,N/A,590
5/13/2020,Frederick,Frederick Health and Rehabilitation Center,20,27,N/A,N/A,N/A,N/A,591
5/13/2020,Frederick,Glade Valley Center - Genesis Healthcare,4,14,N/A,N/A,N/A,N/A,592
5/13/2020,Frederick,Homewood at Frederick,32,40,N/A,N/A,N/A,N/A,593
5/13/2020,Frederick,Northampton Manor Nursing and Rehabilitation Center,19,64,N/A,N/A,N/A,N/A,594
5/13/2020,Frederick,Somerford House Frederick,7,1,N/A,N/A,N/A,N/A,595
5/13/2020,Frederick,Spring Arbor of Frederick,1,0,N/A,N/A,N/A,N/A,596
5/13/2020,Frederick,Tranquility of Frederickstowne,4,6,N/A,N/A,N/A,N/A,597
5/13/2020,Harford,Bel Air Health and Rehabilitation Center,27,80,N/A,N/A,N/A,N/A,598
5/13/2020,Harford,Forest Hill Health & Rehab Center,30,89,N/A,N/A,N/A,N/A,599
5/13/2020,Howard,Clifton T. Perkins Hospital Center,N/A,N/A,14,15,N/A,N/A,600
5/13/2020,Howard,Ellicott City Healthcare Center,34,105,N/A,N/A,N/A,N/A,601
5/13/2020,Howard,Lorien Columbia,3,6,N/A,N/A,N/A,N/A,602
5/13/2020,Howard,Lorien Elkridge,2,15,N/A,N/A,N/A,N/A,603
5/13/2020,Howard,Lorien Harmony Hall,1,0,N/A,N/A,N/A,N/A,604
5/13/2020,Howard,Residences at Vantage Point,4,3,N/A,N/A,N/A,N/A,605
5/13/2020,Howard,Sunrise of Columbia,7,11,N/A,N/A,N/A,N/A,606
5/13/2020,Kent,Peak Healthcare Chestertown,13,56,N/A,N/A,N/A,N/A,607
5/13/2020,Kent,The Resort at Chester Manor,2,20,N/A,N/A,N/A,N/A,608
5/13/2020,Montgomery,Alfred D. Noyes Children's Center,N/A,N/A,2,N/A,N/A,0,609
5/13/2020,Montgomery,Alfred House,2,8,N/A,N/A,N/A,N/A,610
5/13/2020,Montgomery,Arcola Health and Rehabilitation Center,13,19,N/A,N/A,N/A,N/A,611
5/13/2020,Montgomery,Arden Courts of Kensington,2,22,N/A,N/A,N/A,N/A,612
5/13/2020,Montgomery,Arden Courts of Potomac,6,20,N/A,N/A,N/A,N/A,613
5/13/2020,Montgomery,Arden Courts of Silver Spring,3,13,N/A,N/A,N/A,N/A,614
5/13/2020,Montgomery,Aspenwood Senior Living Community,1,2,N/A,N/A,N/A,N/A,615
5/13/2020,Montgomery,Autumn Lake Healthcare at Oakview,4,62,N/A,N/A,N/A,N/A,616
5/13/2020,Montgomery,Bedford Court,10,4,N/A,N/A,N/A,N/A,617
5/13/2020,Montgomery,Bel Pre Healthcare Center,11,50,N/A,N/A,N/A,N/A,618
5/13/2020,Montgomery,Bethesda Health and Rehab,23,68,N/A,N/A,N/A,N/A,619
5/13/2020,Montgomery,Brighton Gardens at Frienship Heights,0,1,N/A,N/A,N/A,N/A,620
5/13/2020,Montgomery,Brighton Gardens of Tuckerman Lane,17,24,N/A,N/A,N/A,N/A,621
5/13/2020,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,8,2,N/A,N/A,N/A,N/A,622
5/13/2020,Montgomery,Brightview West End - Brightview Senior Living,4,4,N/A,N/A,N/A,N/A,623
5/13/2020,Montgomery,Brookdale Potomac Assisted Living,4,15,N/A,N/A,N/A,N/A,624
5/13/2020,Montgomery,Brooke Grove Retirement Community,24,56,N/A,N/A,N/A,N/A,625
5/13/2020,Montgomery,"Cadia Healthcare of Springbrook, MD",18,16,N/A,N/A,N/A,N/A,626
5/13/2020,Montgomery,Cadia Healthcare Wheaton,8,25,N/A,N/A,N/A,N/A,627
5/13/2020,Montgomery,Carriage Hill,17,13,N/A,N/A,N/A,N/A,628
5/13/2020,Montgomery,Cedar Creek Memory Care Homes- Maple Ridge,10,9,N/A,N/A,N/A,N/A,629
5/13/2020,Montgomery,Collingswood Rehabilitation and Healthcare Center,29,91,N/A,N/A,N/A,N/A,630
5/13/2020,Montgomery,Fairland Center,6,2,N/A,N/A,N/A,N/A,631
5/13/2020,Montgomery,Fox Chase Rehabilitation & Nursing,3,7,N/A,N/A,N/A,N/A,632
5/13/2020,Montgomery,Friends House Retirement Community,13,18,N/A,N/A,N/A,N/A,633
5/13/2020,Montgomery,Hebrew Home of Greater Washington,25,28,N/A,N/A,N/A,N/A,634
5/13/2020,Montgomery,Ingleside at King Farm,2,1,N/A,N/A,N/A,N/A,635
5/13/2020,Montgomery,Kensington Healthcare Center,8,53,N/A,N/A,N/A,N/A,636
5/13/2020,Montgomery,Kensington Park,23,27,N/A,N/A,N/A,N/A,637
5/13/2020,Montgomery,Kindley Assisted Living at Asbury Methodist Village,3,2,N/A,N/A,N/A,N/A,638
5/13/2020,Montgomery,Layhill Center,3,11,N/A,N/A,N/A,N/A,639
5/13/2020,Montgomery,Manor Care Silver Spring,29,59,N/A,N/A,N/A,N/A,640
5/13/2020,Montgomery,Manor Care Wheaton,17,58,N/A,N/A,N/A,N/A,641
5/13/2020,Montgomery,ManorCare Health Services - Chevy Chase,4,39,N/A,N/A,N/A,N/A,642
5/13/2020,Montgomery,ManorCare Health Services Bethesda,11,50,N/A,N/A,N/A,N/A,643
5/13/2020,Montgomery,ManorCare Potomac,16,52,N/A,N/A,N/A,N/A,644
5/13/2020,Montgomery,"Maplewood of Park Place, Sunrise Senior Living",5,2,N/A,N/A,N/A,N/A,645
5/13/2020,Montgomery,Montgomery Village Health Care Center,19,51,N/A,N/A,N/A,N/A,646
5/13/2020,Montgomery,Oak Manor Center,6,11,N/A,N/A,N/A,N/A,647
5/13/2020,Montgomery,Olney Memory Care,4,4,N/A,N/A,N/A,N/A,648
5/13/2020,Montgomery,Potomac Valley Rehabilitation and Healthcare Center,25,45,N/A,N/A,N/A,N/A,649
5/13/2020,Montgomery,Regency Care of Silver Spring,32,53,N/A,N/A,N/A,N/A,650
5/13/2020,Montgomery,Rockville Nursing Home,17,39,N/A,N/A,N/A,N/A,651
5/13/2020,Montgomery,Seabury at Springvale Terrace,1,1,N/A,N/A,N/A,N/A,652
5/13/2020,Montgomery,Shady Grove Center for Nursing & Rehabilitation,14,27,N/A,N/A,N/A,N/A,653
5/13/2020,Montgomery,Sligo Creek Center - Genesis Healthcare,3,6,N/A,N/A,N/A,N/A,654
5/13/2020,Montgomery,Sunrise at Montgomery Village,10,13,N/A,N/A,N/A,N/A,655
5/13/2020,Montgomery,Sunrise of Chevy Chase,6,7,N/A,N/A,N/A,N/A,656
5/13/2020,Montgomery,Sunrise of Rockville,4,0,N/A,N/A,N/A,N/A,657
5/13/2020,Montgomery,Sunrise Senior Living - Sunrise at Fox Hill,11,10,N/A,N/A,N/A,N/A,658
5/13/2020,Montgomery,Sunrise Senior Living Bethesda,9,6,N/A,N/A,N/A,N/A,659
5/13/2020,Montgomery,The Landing of Silver Spring,15,17,N/A,N/A,N/A,N/A,660
5/13/2020,Montgomery,The Manor,1,1,N/A,N/A,N/A,N/A,661
5/13/2020,Montgomery,Tribute at Black Hill,7,4,N/A,N/A,N/A,N/A,662
5/13/2020,Montgomery,Village at Rockville,13,31,N/A,N/A,N/A,N/A,663
5/13/2020,Montgomery,Wilson Health Care Center at Asbury Methodist Village,23,71,N/A,N/A,N/A,N/A,664
5/13/2020,Montgomery,Wintergrowth Assisted Living,1,3,N/A,N/A,N/A,N/A,665
5/13/2020,Prince George's,Adelphi Nursing and Rehabilitation,11,41,N/A,N/A,N/A,N/A,666
5/13/2020,Prince George's,Arbor Terrace Senior Living,0,1,N/A,N/A,N/A,N/A,667
5/13/2020,Prince George's,Autumn Lake Healthcare at Cherry Lane,17,28,N/A,N/A,N/A,N/A,668
5/13/2020,Prince George's,Bradford Oaks Center,7,0,N/A,N/A,N/A,N/A,669
5/13/2020,Prince George's,Brookdale Woodward Estates,5,7,N/A,N/A,N/A,N/A,670
5/13/2020,Prince George's,Cadia Hyattsville,17,18,N/A,N/A,N/A,N/A,671
5/13/2020,Prince George's,Cheltenham Youth Detention Center,N/A,N/A,1,N/A,N/A,0,672
5/13/2020,Prince George's,Clinton Nursing and Rehabilitation Center,39,105,N/A,N/A,N/A,N/A,673
5/13/2020,Prince George's,Collington,5,11,N/A,N/A,N/A,N/A,674
5/13/2020,Prince George's,Crescent Cities,5,33,N/A,N/A,N/A,N/A,675
5/13/2020,Prince George's,Doctors Community Rehabilitation and Patient Care Center,4,29,N/A,N/A,N/A,N/A,676
5/13/2020,Prince George's,Forestville Healthcare Center,12,22,N/A,N/A,N/A,N/A,677
5/13/2020,Prince George's,Fort Washington Health Center,9,16,N/A,N/A,N/A,N/A,678
5/13/2020,Prince George's,Future Care Capitol Region,19,33,N/A,N/A,N/A,N/A,679
5/13/2020,Prince George's,Future Care Pineview,15,6,N/A,N/A,N/A,N/A,680
5/13/2020,Prince George's,"Hillhaven Assisted Living, Nursing and Rehabilitation Center",22,36,N/A,N/A,N/A,N/A,681
5/13/2020,Prince George's,Hyattsville Health and Rehab,9,33,N/A,N/A,N/A,N/A,682
5/13/2020,Prince George's,Largo Nursing & Rehabilitation Center,9,13,N/A,N/A,N/A,N/A,683
5/13/2020,Prince George's,Larkin Chase Center,25,77,N/A,N/A,N/A,N/A,684
5/13/2020,Prince George's,Patuxent River Health and Rehabilitation Center,17,16,N/A,N/A,N/A,N/A,685
5/13/2020,Prince George's,Prince George's County Jail,N/A,N/A,32,19,N/A,N/A,686
5/13/2020,Prince George's,Riderwood Village - Arbor Ridge,34,68,N/A,N/A,N/A,N/A,687
5/13/2020,Prince George's,Sacred Heart Home Inc,4,3,N/A,N/A,N/A,N/A,688
5/13/2020,Prince George's,The W Assisted LIving,0,5,N/A,N/A,N/A,N/A,689
5/13/2020,Prince George's,Villa Rosa Nursing & Rehabilitation Center,4,21,N/A,N/A,N/A,N/A,690
5/13/2020,Queen Anne's,Corsica Hills Center,4,0,N/A,N/A,N/A,N/A,691
5/13/2020,Queen Anne's,Eastern Pre-Release Unit,N/A,N/A,0,N/A,0,N/A,692
5/13/2020,Somerset,Eastern Correctional Institution,N/A,N/A,2,N/A,0,N/A,693
5/13/2020,Somerset,Eastern Correctional Institution Annex,N/A,N/A,1,N/A,0,N/A,694
5/13/2020,Somerset,Somerset County Detention Center,N/A,N/A,2,0,N/A,N/A,695
5/13/2020,St. Mary's,Charlotte Hall Veterans Home,13,55,N/A,N/A,N/A,N/A,696
5/13/2020,St. Mary's,Chesapeake Shores,2,1,N/A,N/A,N/A,N/A,697
5/13/2020,St. Mary's,Southern Maryland Pre-Release Unit,N/A,N/A,1,N/A,0,N/A,698
5/13/2020,Washington,Homewood Hilltop,1,5,N/A,N/A,N/A,N/A,699
5/13/2020,Washington,Roxbury Correctional Institution,N/A,N/A,0,N/A,1,N/A,700
5/13/2020,Washington,Sterling Care South Mountain,4,14,N/A,N/A,N/A,N/A,701
5/13/2020,Wicomico,Anchorage Healthcare Center,5,13,N/A,N/A,N/A,N/A,702
5/13/2020,Wicomico,Lower Eastern Shore Children's Center/J. DeWeese Carter Center,N/A,N/A,1,N/A,N/A,0,703
5/13/2020,Wicomico,Salisbury Rehabilitation and Nursing Center,7,29,N/A,N/A,N/A,N/A,704
5/13/2020,Wicomico,Sterling Care at Harbor Point,1,0,N/A,N/A,N/A,N/A,705
5/13/2020,Worcester,Autumn Lake Healthcare at Hartley Hall,1,0,N/A,N/A,N/A,N/A,706
5/13/2020,Worcester,Berlin Nursing and Rehabilitation Center,6,24,N/A,N/A,N/A,N/A,707
5/20/2020,Allegany,Cumberland Healthcare Center,30,78,N/A,N/A,N/A,N/A,708
5/20/2020,Allegany,Moran Manor Nursing and Rehabilitation Center,0,1,N/A,N/A,N/A,N/A,709
5/20/2020,Allegany,North Branch Correctional Institution,N/A,N/A,1,N/A,0,N/A,710
5/20/2020,Allegany,Sterling Care Frostburg Village,1,2,N/A,N/A,N/A,N/A,711
5/20/2020,Allegany,The Thomas B. Finan Center,N/A,N/A,0,1,N/A,N/A,712
5/20/2020,Allegany,Western Correctional Institution,N/A,N/A,2,N/A,0,N/A,713
5/20/2020,Anne Arundel,Anne Arundel Detention Center Jennifer Road,N/A,N/A,1,0,N/A,N/A,714
5/20/2020,Anne Arundel,Atria Manresa,3,12,N/A,N/A,N/A,N/A,715
5/20/2020,Anne Arundel,Cadia Healthcare Annapolis,1,0,N/A,N/A,N/A,N/A,716
5/20/2020,Anne Arundel,Crofton Care and Rehabilitation,9,44,N/A,N/A,N/A,N/A,717
5/20/2020,Anne Arundel,Dorsey Run Correctional Facility,N/A,N/A,31,N/A,13,N/A,718
5/20/2020,Anne Arundel,Fairfield Nursing and Rehabilitation Center,27,34,N/A,N/A,N/A,N/A,719
5/20/2020,Anne Arundel,FutureCare Chesapeake,51,80,N/A,N/A,N/A,N/A,720
5/20/2020,Anne Arundel,Genesis Severna Park,3,8,N/A,N/A,N/A,N/A,721
5/20/2020,Anne Arundel,Genesis Waugh Chapel,17,57,N/A,N/A,N/A,N/A,722
5/20/2020,Anne Arundel,Glen Burnie Health and Rehabilitation Center,0,14,N/A,N/A,N/A,N/A,723
5/20/2020,Anne Arundel,Heritage Harbour Health and Rehabilitation Center,7,28,N/A,N/A,N/A,N/A,724
5/20/2020,Anne Arundel,Inspiration Memory Care Linthicum,8,22,N/A,N/A,N/A,N/A,725
5/20/2020,Anne Arundel,Jessup Correctional Institution *Including Baltimore Pretrial Complex (BPFJ),N/A,N/A,45,N/A,19,N/A,726
5/20/2020,Anne Arundel,Marley Neck Health and Rehabilitation Center,8,24,N/A,N/A,N/A,N/A,727
5/20/2020,Anne Arundel,Maryland Correctional Institution - Jessup,N/A,N/A,16,N/A,8,N/A,728
5/20/2020,Anne Arundel,Maryland Correctional Institution for Women,N/A,N/A,37,N/A,15,N/A,729
5/20/2020,Anne Arundel,North Arundel Health and Rehabilitation Center,28,47,N/A,N/A,N/A,N/A,730
5/20/2020,Anne Arundel,Patuxent Institution *Including Correctional Mental Health Center-Jessup,N/A,N/A,36,N/A,19,N/A,731
5/20/2020,Anne Arundel,Regency Park Assisted Living,0,10,N/A,N/A,N/A,N/A,732
5/20/2020,Anne Arundel,Somerford Assisted Living,3,0,N/A,N/A,N/A,N/A,733
5/20/2020,Anne Arundel,South River Healthcare Center,12,58,N/A,N/A,N/A,N/A,734
5/20/2020,Anne Arundel,Spa Creek Center,9,21,N/A,N/A,N/A,N/A,735
5/20/2020,Baltimore City,Arlington West Care Center,2,0,N/A,N/A,N/A,N/A,736
5/20/2020,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,58,N/A,N/A,N/A,N/A,737
5/20/2020,Baltimore City,Baltimore Central Booking and Intake Center,N/A,N/A,17,N/A,10,N/A,738
5/20/2020,Baltimore City,Baltimore City Correctional Center,N/A,N/A,2,N/A,0,N/A,739
5/20/2020,Baltimore City,Baltimore City Juvenile Justice Center,N/A,N/A,4,N/A,N/A,0,740
5/20/2020,Baltimore City,Blue Point Healthcare Center,1,21,N/A,N/A,N/A,N/A,741
5/20/2020,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),N/A,N/A,5,N/A,1,N/A,742
5/20/2020,Baltimore City,Esther's Place at Pinewood,1,11,N/A,N/A,N/A,N/A,743
5/20/2020,Baltimore City,Fayette Health and Rehabilitation Center,1,5,N/A,N/A,N/A,N/A,744
5/20/2020,Baltimore City,Future Care Charles Village,24,76,N/A,N/A,N/A,N/A,745
5/20/2020,Baltimore City,Future Care Irvington,19,40,N/A,N/A,N/A,N/A,746
5/20/2020,Baltimore City,FutureCare Canton Harbor,8,11,N/A,N/A,N/A,N/A,747
5/20/2020,Baltimore City,FutureCare Cold Spring,15,36,N/A,N/A,N/A,N/A,748
5/20/2020,Baltimore City,FutureCare Good Samaritan,10,28,N/A,N/A,N/A,N/A,749
5/20/2020,Baltimore City,FutureCare Homewood,3,4,N/A,N/A,N/A,N/A,750
5/20/2020,Baltimore City,FutureCare Lochearn,75,158,N/A,N/A,N/A,N/A,751
5/20/2020,Baltimore City,FutureCare Sandtown,25,31,N/A,N/A,N/A,N/A,752
5/20/2020,Baltimore City,Keswick Multi-Care Center,3,11,N/A,N/A,N/A,N/A,753
5/20/2020,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,39,56,N/A,N/A,N/A,N/A,754
5/20/2020,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",N/A,N/A,27,N/A,3,N/A,755
5/20/2020,Baltimore City,Metropolitan Transition Center,N/A,N/A,41,N/A,11,N/A,756
5/20/2020,Baltimore City,Nursing and Rehab Center at Stadium Place,7,4,N/A,N/A,N/A,N/A,757
5/20/2020,Baltimore City,Peak Health Caton Manor,6,37,N/A,N/A,N/A,N/A,758
5/20/2020,Baltimore City,Post Acute Care Center,16,58,N/A,N/A,N/A,N/A,759
5/20/2020,Baltimore City,Roland Park Place,3,2,N/A,N/A,N/A,N/A,760
5/20/2020,Baltimore City,Rosemarie Manor Inc.,1,0,N/A,N/A,N/A,N/A,761
5/20/2020,Baltimore City,Springwell Senior Living,5,4,N/A,N/A,N/A,N/A,762
5/20/2020,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,20,20,N/A,N/A,N/A,N/A,763
5/20/2020,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,17,56,N/A,N/A,N/A,N/A,764
5/20/2020,Baltimore City,Youth Detention Center,N/A,N/A,2,N/A,1,N/A,765
5/20/2020,Baltimore County,Arden Courts of Towson,5,28,N/A,N/A,N/A,N/A,766
5/20/2020,Baltimore County,Autumn Lake Healthcare at Riverview,1,2,N/A,N/A,N/A,N/A,767
5/20/2020,Baltimore County,Autumn Lake Pikesville,10,61,N/A,N/A,N/A,N/A,768
5/20/2020,Baltimore County,Baltimore County Detention Center,N/A,N/A,5,6,N/A,N/A,769
5/20/2020,Baltimore County,Blakehurst Lifecare Community,3,0,N/A,N/A,N/A,N/A,770
5/20/2020,Baltimore County,Brightview White Marsh - Brightview Senior Living,0,1,N/A,N/A,N/A,N/A,771
5/20/2020,Baltimore County,Broadmead,1,0,N/A,N/A,N/A,N/A,772
5/20/2020,Baltimore County,Chapel Hill Nursing and Rehabilitation Center,1,3,N/A,N/A,N/A,N/A,773
5/20/2020,Baltimore County,"Charles H. Hickey, Jr. School",N/A,N/A,2,N/A,N/A,0,774
5/20/2020,Baltimore County,Charlestown Senior Living Community,28,27,N/A,N/A,N/A,N/A,775
5/20/2020,Baltimore County,Edenwald,2,0,N/A,N/A,N/A,N/A,776
5/20/2020,Baltimore County,Forest Haven Nursing & Rehab Center,27,70,N/A,N/A,N/A,N/A,777
5/20/2020,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,36,74,N/A,N/A,N/A,N/A,778
5/20/2020,Baltimore County,Futurecare Cherrywood,42,86,N/A,N/A,N/A,N/A,779
5/20/2020,Baltimore County,FutureCare Courtland,12,29,N/A,N/A,N/A,N/A,780
5/20/2020,Baltimore County,FutureCare Northpoint,20,28,N/A,N/A,N/A,N/A,781
5/20/2020,Baltimore County,FutureCare Old Court,38,75,N/A,N/A,N/A,N/A,782
5/20/2020,Baltimore County,Genesis Catonsville Commons,12,40,N/A,N/A,N/A,N/A,783
5/20/2020,Baltimore County,Genesis Cromwell Center,8,41,N/A,N/A,N/A,N/A,784
5/20/2020,Baltimore County,Genesis Eldercare Franklin Woods,2,0,N/A,N/A,N/A,N/A,785
5/20/2020,Baltimore County,Genesis Loch Raven,20,69,N/A,N/A,N/A,N/A,786
5/20/2020,Baltimore County,Genesis Multi-Medical Center,3,1,N/A,N/A,N/A,N/A,787
5/20/2020,Baltimore County,Glen Meadows Retirement Community,1,1,N/A,N/A,N/A,N/A,788
5/20/2020,Baltimore County,Heritage Center Genesis Eldercare,7,37,N/A,N/A,N/A,N/A,789
5/20/2020,Baltimore County,Holly Hills Manor,9,10,N/A,N/A,N/A,N/A,790
5/20/2020,Baltimore County,Jewish Community Services Laurelwood,1,0,N/A,N/A,N/A,N/A,791
5/20/2020,Baltimore County,Little Sisters of the Poor,4,0,N/A,N/A,N/A,N/A,792
5/20/2020,Baltimore County,Ma Maison Assisted Living,0,3,N/A,N/A,N/A,N/A,793
5/20/2020,Baltimore County,ManorCare Health Services - Ruxton,0,10,N/A,N/A,N/A,N/A,794
5/20/2020,Baltimore County,ManorCare Health Services- Rossville,13,60,N/A,N/A,N/A,N/A,795
5/20/2020,Baltimore County,Maryland Masonic Homes,12,23,N/A,N/A,N/A,N/A,796
5/20/2020,Baltimore County,Meadow Park Rehabilitation and Healthcare,17,24,N/A,N/A,N/A,N/A,797
5/20/2020,Baltimore County,North Oak,1,3,N/A,N/A,N/A,N/A,798
5/20/2020,Baltimore County,Oak Crest,16,30,N/A,N/A,N/A,N/A,799
5/20/2020,Baltimore County,Oakwood Care Center,15,74,N/A,N/A,N/A,N/A,800
5/20/2020,Baltimore County,Orchard Hill Health and Rehab,7,49,N/A,N/A,N/A,N/A,801
5/20/2020,Baltimore County,Patapsco Valley Center,19,52,N/A,N/A,N/A,N/A,802
5/20/2020,Baltimore County,Ridgeway Manor,13,18,N/A,N/A,N/A,N/A,803
5/20/2020,Baltimore County,Spring Grove Psychiatric Hospital,N/A,N/A,16,43,N/A,N/A,804
5/20/2020,Baltimore County,Stella Maris,18,17,N/A,N/A,N/A,N/A,805
5/20/2020,Baltimore County,Summit Park Health & Rehabilitation Center,14,20,N/A,N/A,N/A,N/A,806
5/20/2020,Baltimore County,Sunrise of Pikesville,3,0,N/A,N/A,N/A,N/A,807
5/20/2020,Baltimore County,Village at Augsburg -- Assisted Living,1,2,N/A,N/A,N/A,N/A,808
5/20/2020,Baltimore County,Village at Augsburg -- Nursing Home,37,74,N/A,N/A,N/A,N/A,809
5/20/2020,Caroline,Autumn Lake Healthcare at Denton,0,1,N/A,N/A,N/A,N/A,810
5/20/2020,Carroll,Birch Manor Healthcare Center,0,20,N/A,N/A,N/A,N/A,811
5/20/2020,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,0,2,N/A,N/A,N/A,N/A,812
5/20/2020,Carroll,Carroll Lutheran Village,13,44,N/A,N/A,N/A,N/A,813
5/20/2020,Carroll,Central Maryland Correctional Facility (Formerly CLF),N/A,N/A,2,N/A,1,N/A,814
5/20/2020,Carroll,Copper Ridge,0,1,N/A,N/A,N/A,N/A,815
5/20/2020,Carroll,Fairhaven,21,38,N/A,N/A,N/A,N/A,816
5/20/2020,Carroll,Golden Crest 1,1,0,N/A,N/A,N/A,N/A,817
5/20/2020,Carroll,Inspirations Memory Care of Westminster,3,4,N/A,N/A,N/A,N/A,818
5/20/2020,Carroll,Longview Nursing Home Inc.,0,15,N/A,N/A,N/A,N/A,819
5/20/2020,Carroll,Lorien Mount Airy,7,6,N/A,N/A,N/A,N/A,820
5/20/2020,Carroll,Lorien Taneytown,0,1,N/A,N/A,N/A,N/A,821
5/20/2020,Carroll,Silver Oak Academy,14,26,N/A,N/A,N/A,N/A,822
5/20/2020,Carroll,Springfield Hospital Center,N/A,N/A,7,1,N/A,N/A,823
5/20/2020,Carroll,Sun Valley at Homestead,0,1,N/A,N/A,N/A,N/A,824
5/20/2020,Carroll,Westminster Healthcare Center,13,66,N/A,N/A,N/A,N/A,825
5/20/2020,Cecil,Calvert Manor Healthcare Center,17,112,N/A,N/A,N/A,N/A,826
5/20/2020,Charles,Genesis La Plata,5,0,N/A,N/A,N/A,N/A,827
5/20/2020,Charles,Genesis Waldorf,3,0,N/A,N/A,N/A,N/A,828
5/20/2020,Charles,Morningside House of St Charles,0,1,N/A,N/A,N/A,N/A,829
5/20/2020,Charles,Restore Health Rehabilitation Center,5,10,N/A,N/A,N/A,N/A,830
